timestamp,event_id,event_type,computer,channel,user,domain,source_ip,port,logon_type,logon_type_name,process_name,failure_reason,workstation
2024-05-19 09:06:14+00:00,4624,logon_success,DESKTOP-WIN01,Security,alopez,WORKGROUP,192.168.1.10,57829.0,3,Network,,,DESKTOP-WIN01
2024-05-19 09:06:56+00:00,4624,logon_success,DESKTOP-WIN01,Security,mgarcia,WORKGROUP,192.168.1.11,61899.0,3,Network,,,DESKTOP-WIN01
2024-05-19 09:07:51+00:00,4624,logon_success,DESKTOP-WIN01,Security,lrodriguez,WORKGROUP,192.168.1.11,55955.0,3,Network,,,DESKTOP-WIN01
2024-05-19 09:07:56+00:00,4688,process_created,DESKTOP-WIN01,Security,lrodriguez,WORKGROUP,,,,,C:\Program Files\Microsoft Office\Office16\WINWORD.EXE,,
2024-05-19 09:09:43+00:00,4624,logon_success,DESKTOP-WIN01,Security,mgarcia,WORKGROUP,192.168.1.11,64761.0,3,Network,,,DESKTOP-WIN01
2024-05-19 09:10:12+00:00,4624,logon_success,DESKTOP-WIN01,Security,rperez,WORKGROUP,192.168.1.10,64221.0,3,Network,,,DESKTOP-WIN01
2024-05-19 09:10:51+00:00,4624,logon_success,DESKTOP-WIN01,Security,lrodriguez,WORKGROUP,192.168.1.11,51516.0,3,Network,,,DESKTOP-WIN01
2024-05-19 09:10:56+00:00,4688,process_created,DESKTOP-WIN01,Security,lrodriguez,WORKGROUP,,,,,C:\Windows\System32\svchost.exe,,
2024-05-19 09:13:31+00:00,4624,logon_success,DESKTOP-WIN01,Security,rperez,WORKGROUP,192.168.1.11,49545.0,3,Network,,,DESKTOP-WIN01
2024-05-19 09:15:26+00:00,4624,logon_success,DESKTOP-WIN01,Security,lrodriguez,WORKGROUP,192.168.1.10,53613.0,3,Network,,,DESKTOP-WIN01
2024-05-19 09:15:48+00:00,4624,logon_success,DESKTOP-WIN01,Security,alopez,WORKGROUP,192.168.1.10,50716.0,3,Network,,,DESKTOP-WIN01
2024-05-19 09:15:53+00:00,4688,process_created,DESKTOP-WIN01,Security,alopez,WORKGROUP,,,,,C:\Program Files\Google\Chrome\Application\chrome.exe,,
2024-05-19 09:18:25+00:00,4624,logon_success,DESKTOP-WIN01,Security,lrodriguez,WORKGROUP,192.168.1.10,63539.0,3,Network,,,DESKTOP-WIN01
2024-05-19 09:18:30+00:00,4688,process_created,DESKTOP-WIN01,Security,lrodriguez,WORKGROUP,,,,,C:\Windows\explorer.exe,,
2024-05-19 09:19:38+00:00,4624,logon_success,DESKTOP-WIN01,Security,mgarcia,WORKGROUP,192.168.1.10,65033.0,3,Network,,,DESKTOP-WIN01
2024-05-19 09:19:43+00:00,4688,process_created,DESKTOP-WIN01,Security,mgarcia,WORKGROUP,,,,,C:\Windows\System32\cmd.exe,,
2024-05-19 09:22:41+00:00,4624,logon_success,DESKTOP-WIN01,Security,lrodriguez,WORKGROUP,192.168.1.10,55647.0,3,Network,,,DESKTOP-WIN01
2024-05-19 09:23:35+00:00,4624,logon_success,DESKTOP-WIN01,Security,lrodriguez,WORKGROUP,192.168.1.20,51821.0,3,Network,,,DESKTOP-WIN01
2024-05-19 09:24:14+00:00,4624,logon_success,DESKTOP-WIN01,Security,mgarcia,WORKGROUP,192.168.1.10,54073.0,3,Network,,,DESKTOP-WIN01
2024-05-19 09:24:32+00:00,4624,logon_success,DESKTOP-WIN01,Security,rperez,WORKGROUP,192.168.1.20,61579.0,3,Network,,,DESKTOP-WIN01
2024-05-19 09:24:37+00:00,4688,process_created,DESKTOP-WIN01,Security,rperez,WORKGROUP,,,,,C:\Program Files\Google\Chrome\Application\chrome.exe,,
2024-05-19 09:27:24+00:00,4624,logon_success,DESKTOP-WIN01,Security,rperez,WORKGROUP,192.168.1.20,54431.0,3,Network,,,DESKTOP-WIN01
2024-05-19 09:27:29+00:00,4688,process_created,DESKTOP-WIN01,Security,rperez,WORKGROUP,,,,,C:\Windows\System32\svchost.exe,,
2024-05-19 09:29:06+00:00,4624,logon_success,DESKTOP-WIN01,Security,alopez,WORKGROUP,192.168.1.10,59227.0,3,Network,,,DESKTOP-WIN01
2024-05-19 09:29:11+00:00,4688,process_created,DESKTOP-WIN01,Security,alopez,WORKGROUP,,,,,C:\Windows\System32\svchost.exe,,
2024-05-19 09:29:58+00:00,4624,logon_success,DESKTOP-WIN01,Security,alopez,WORKGROUP,192.168.1.20,49562.0,3,Network,,,DESKTOP-WIN01
2024-05-19 09:30:03+00:00,4688,process_created,DESKTOP-WIN01,Security,alopez,WORKGROUP,,,,,C:\Windows\System32\svchost.exe,,
2024-05-19 09:31:13+00:00,4624,logon_success,DESKTOP-WIN01,Security,rperez,WORKGROUP,192.168.1.11,51779.0,3,Network,,,DESKTOP-WIN01
2024-05-19 09:32:04+00:00,4624,logon_success,DESKTOP-WIN01,Security,mgarcia,WORKGROUP,192.168.1.11,61378.0,3,Network,,,DESKTOP-WIN01
2024-05-19 09:32:09+00:00,4688,process_created,DESKTOP-WIN01,Security,mgarcia,WORKGROUP,,,,,C:\Program Files\Microsoft Office\Office16\WINWORD.EXE,,
2024-05-19 09:32:30+00:00,4624,logon_success,DESKTOP-WIN01,Security,rperez,WORKGROUP,192.168.1.11,49819.0,3,Network,,,DESKTOP-WIN01
2024-05-19 09:32:35+00:00,4688,process_created,DESKTOP-WIN01,Security,rperez,WORKGROUP,,,,,C:\Program Files\Google\Chrome\Application\chrome.exe,,
2024-05-19 09:33:18+00:00,4624,logon_success,DESKTOP-WIN01,Security,jsmith,WORKGROUP,192.168.1.11,58842.0,3,Network,,,DESKTOP-WIN01
2024-05-19 09:33:23+00:00,4688,process_created,DESKTOP-WIN01,Security,jsmith,WORKGROUP,,,,,C:\Windows\explorer.exe,,
2024-05-19 09:35:22+00:00,4624,logon_success,DESKTOP-WIN01,Security,jsmith,WORKGROUP,192.168.1.10,60743.0,3,Network,,,DESKTOP-WIN01
2024-05-19 09:35:27+00:00,4688,process_created,DESKTOP-WIN01,Security,jsmith,WORKGROUP,,,,,C:\Windows\System32\cmd.exe,,
2024-05-19 09:37:02+00:00,4624,logon_success,DESKTOP-WIN01,Security,lrodriguez,WORKGROUP,192.168.1.10,61494.0,3,Network,,,DESKTOP-WIN01
2024-05-19 09:39:48+00:00,4624,logon_success,DESKTOP-WIN01,Security,mgarcia,WORKGROUP,192.168.1.20,54091.0,3,Network,,,DESKTOP-WIN01
2024-05-19 09:40:02+00:00,4624,logon_success,DESKTOP-WIN01,Security,lrodriguez,WORKGROUP,192.168.1.20,62244.0,3,Network,,,DESKTOP-WIN01
2024-05-19 09:41:10+00:00,4624,logon_success,DESKTOP-WIN01,Security,mgarcia,WORKGROUP,192.168.1.20,62464.0,3,Network,,,DESKTOP-WIN01
2024-05-19 09:42:14+00:00,4624,logon_success,DESKTOP-WIN01,Security,mgarcia,WORKGROUP,192.168.1.20,57665.0,3,Network,,,DESKTOP-WIN01
2024-05-19 09:42:19+00:00,4688,process_created,DESKTOP-WIN01,Security,mgarcia,WORKGROUP,,,,,C:\Program Files\Microsoft Office\Office16\WINWORD.EXE,,
2024-05-19 09:42:53+00:00,4624,logon_success,DESKTOP-WIN01,Security,alopez,WORKGROUP,192.168.1.10,50092.0,3,Network,,,DESKTOP-WIN01
2024-05-19 09:43:36+00:00,4624,logon_success,DESKTOP-WIN01,Security,mgarcia,WORKGROUP,192.168.1.20,58997.0,3,Network,,,DESKTOP-WIN01
2024-05-19 09:43:41+00:00,4688,process_created,DESKTOP-WIN01,Security,mgarcia,WORKGROUP,,,,,C:\Windows\System32\cmd.exe,,
2024-05-19 09:44:37+00:00,4624,logon_success,DESKTOP-WIN01,Security,rperez,WORKGROUP,192.168.1.11,54029.0,3,Network,,,DESKTOP-WIN01
2024-05-19 09:44:42+00:00,4688,process_created,DESKTOP-WIN01,Security,rperez,WORKGROUP,,,,,C:\Windows\System32\svchost.exe,,
2024-05-19 09:47:00+00:00,4624,logon_success,DESKTOP-WIN01,Security,alopez,WORKGROUP,192.168.1.11,51577.0,3,Network,,,DESKTOP-WIN01
2024-05-19 09:47:05+00:00,4688,process_created,DESKTOP-WIN01,Security,alopez,WORKGROUP,,,,,C:\Program Files\Google\Chrome\Application\chrome.exe,,
2024-05-19 09:48:42+00:00,4624,logon_success,DESKTOP-WIN01,Security,alopez,WORKGROUP,192.168.1.10,64820.0,3,Network,,,DESKTOP-WIN01
2024-05-19 09:49:15+00:00,4624,logon_success,DESKTOP-WIN01,Security,lrodriguez,WORKGROUP,192.168.1.20,54390.0,3,Network,,,DESKTOP-WIN01
2024-05-19 09:49:20+00:00,4688,process_created,DESKTOP-WIN01,Security,lrodriguez,WORKGROUP,,,,,C:\Program Files\Microsoft Office\Office16\WINWORD.EXE,,
2024-05-19 09:51:34+00:00,4624,logon_success,DESKTOP-WIN01,Security,mgarcia,WORKGROUP,192.168.1.20,52443.0,3,Network,,,DESKTOP-WIN01
2024-05-19 09:52:35+00:00,4624,logon_success,DESKTOP-WIN01,Security,mgarcia,WORKGROUP,192.168.1.10,64730.0,3,Network,,,DESKTOP-WIN01
2024-05-19 09:53:48+00:00,4624,logon_success,DESKTOP-WIN01,Security,mgarcia,WORKGROUP,192.168.1.20,57557.0,3,Network,,,DESKTOP-WIN01
2024-05-19 09:53:53+00:00,4688,process_created,DESKTOP-WIN01,Security,mgarcia,WORKGROUP,,,,,C:\Program Files\Microsoft Office\Office16\WINWORD.EXE,,
2024-05-19 09:56:12+00:00,4624,logon_success,DESKTOP-WIN01,Security,rperez,WORKGROUP,192.168.1.10,56843.0,3,Network,,,DESKTOP-WIN01
2024-05-19 09:56:17+00:00,4688,process_created,DESKTOP-WIN01,Security,rperez,WORKGROUP,,,,,C:\Program Files\Google\Chrome\Application\chrome.exe,,
2024-05-19 09:58:14+00:00,4624,logon_success,DESKTOP-WIN01,Security,alopez,WORKGROUP,192.168.1.20,51527.0,3,Network,,,DESKTOP-WIN01
2024-05-19 09:58:19+00:00,4688,process_created,DESKTOP-WIN01,Security,alopez,WORKGROUP,,,,,C:\Windows\System32\cmd.exe,,
2024-05-19 10:00:53+00:00,4624,logon_success,DESKTOP-WIN01,Security,lrodriguez,WORKGROUP,192.168.1.11,55348.0,3,Network,,,DESKTOP-WIN01
2024-05-19 10:00:58+00:00,4688,process_created,DESKTOP-WIN01,Security,lrodriguez,WORKGROUP,,,,,C:\Windows\System32\svchost.exe,,
2024-05-19 10:01:17+00:00,4624,logon_success,DESKTOP-WIN01,Security,alopez,WORKGROUP,192.168.1.10,59480.0,3,Network,,,DESKTOP-WIN01
2024-05-19 10:01:22+00:00,4688,process_created,DESKTOP-WIN01,Security,alopez,WORKGROUP,,,,,C:\Windows\System32\svchost.exe,,
2024-05-19 10:04:21+00:00,4624,logon_success,DESKTOP-WIN01,Security,lrodriguez,WORKGROUP,192.168.1.10,57941.0,3,Network,,,DESKTOP-WIN01
2024-05-19 10:05:36+00:00,4624,logon_success,DESKTOP-WIN01,Security,jsmith,WORKGROUP,192.168.1.20,58829.0,3,Network,,,DESKTOP-WIN01
2024-05-19 10:05:41+00:00,4688,process_created,DESKTOP-WIN01,Security,jsmith,WORKGROUP,,,,,C:\Windows\System32\cmd.exe,,
2024-05-19 10:06:20+00:00,4624,logon_success,DESKTOP-WIN01,Security,mgarcia,WORKGROUP,192.168.1.11,61906.0,3,Network,,,DESKTOP-WIN01
2024-05-19 10:06:25+00:00,4688,process_created,DESKTOP-WIN01,Security,mgarcia,WORKGROUP,,,,,C:\Windows\System32\cmd.exe,,
2024-05-19 10:08:50+00:00,4624,logon_success,DESKTOP-WIN01,Security,lrodriguez,WORKGROUP,192.168.1.10,63976.0,3,Network,,,DESKTOP-WIN01
2024-05-19 10:08:55+00:00,4688,process_created,DESKTOP-WIN01,Security,lrodriguez,WORKGROUP,,,,,C:\Windows\System32\svchost.exe,,
2024-05-19 10:10:35+00:00,4624,logon_success,DESKTOP-WIN01,Security,mgarcia,WORKGROUP,192.168.1.10,51718.0,3,Network,,,DESKTOP-WIN01
2024-05-19 10:12:22+00:00,4624,logon_success,DESKTOP-WIN01,Security,jsmith,WORKGROUP,192.168.1.11,59571.0,3,Network,,,DESKTOP-WIN01
2024-05-19 10:13:34+00:00,4624,logon_success,DESKTOP-WIN01,Security,rperez,WORKGROUP,192.168.1.10,51578.0,3,Network,,,DESKTOP-WIN01
2024-05-19 10:13:39+00:00,4688,process_created,DESKTOP-WIN01,Security,rperez,WORKGROUP,,,,,C:\Program Files\Google\Chrome\Application\chrome.exe,,
2024-05-19 10:14:43+00:00,4624,logon_success,DESKTOP-WIN01,Security,mgarcia,WORKGROUP,192.168.1.11,57537.0,3,Network,,,DESKTOP-WIN01
2024-05-19 10:15:11+00:00,4624,logon_success,DESKTOP-WIN01,Security,jsmith,WORKGROUP,192.168.1.11,52886.0,3,Network,,,DESKTOP-WIN01
2024-05-19 10:15:41+00:00,4624,logon_success,DESKTOP-WIN01,Security,lrodriguez,WORKGROUP,192.168.1.11,63037.0,3,Network,,,DESKTOP-WIN01
2024-05-19 10:17:27+00:00,4624,logon_success,DESKTOP-WIN01,Security,rperez,WORKGROUP,192.168.1.20,57764.0,3,Network,,,DESKTOP-WIN01
2024-05-19 10:17:32+00:00,4688,process_created,DESKTOP-WIN01,Security,rperez,WORKGROUP,,,,,C:\Windows\System32\cmd.exe,,
2024-05-19 10:18:11+00:00,4624,logon_success,DESKTOP-WIN01,Security,lrodriguez,WORKGROUP,192.168.1.20,57130.0,3,Network,,,DESKTOP-WIN01
2024-05-19 10:18:16+00:00,4688,process_created,DESKTOP-WIN01,Security,lrodriguez,WORKGROUP,,,,,C:\Windows\System32\svchost.exe,,
2024-05-19 10:19:22+00:00,4624,logon_success,DESKTOP-WIN01,Security,lrodriguez,WORKGROUP,192.168.1.11,52509.0,3,Network,,,DESKTOP-WIN01
2024-05-19 10:19:27+00:00,4688,process_created,DESKTOP-WIN01,Security,lrodriguez,WORKGROUP,,,,,C:\Windows\System32\cmd.exe,,
2024-05-19 10:22:16+00:00,4624,logon_success,DESKTOP-WIN01,Security,rperez,WORKGROUP,192.168.1.10,56119.0,3,Network,,,DESKTOP-WIN01
2024-05-19 10:24:19+00:00,4624,logon_success,DESKTOP-WIN01,Security,rperez,WORKGROUP,192.168.1.10,57734.0,3,Network,,,DESKTOP-WIN01
2024-05-19 10:24:24+00:00,4688,process_created,DESKTOP-WIN01,Security,rperez,WORKGROUP,,,,,C:\Windows\explorer.exe,,
2024-05-19 10:25:05+00:00,4624,logon_success,DESKTOP-WIN01,Security,jsmith,WORKGROUP,192.168.1.11,65345.0,3,Network,,,DESKTOP-WIN01
2024-05-19 10:27:08+00:00,4624,logon_success,DESKTOP-WIN01,Security,alopez,WORKGROUP,192.168.1.11,56858.0,3,Network,,,DESKTOP-WIN01
2024-05-19 10:29:34+00:00,4624,logon_success,DESKTOP-WIN01,Security,jsmith,WORKGROUP,192.168.1.11,62205.0,3,Network,,,DESKTOP-WIN01
2024-05-19 10:30:01+00:00,4624,logon_success,DESKTOP-WIN01,Security,rperez,WORKGROUP,192.168.1.11,64021.0,3,Network,,,DESKTOP-WIN01
2024-05-19 10:31:37+00:00,4624,logon_success,DESKTOP-WIN01,Security,rperez,WORKGROUP,192.168.1.10,49802.0,3,Network,,,DESKTOP-WIN01
2024-05-19 10:31:42+00:00,4688,process_created,DESKTOP-WIN01,Security,rperez,WORKGROUP,,,,,C:\Windows\System32\svchost.exe,,
2024-05-19 10:34:34+00:00,4624,logon_success,DESKTOP-WIN01,Security,mgarcia,WORKGROUP,192.168.1.11,55455.0,3,Network,,,DESKTOP-WIN01
2024-05-19 10:37:33+00:00,4624,logon_success,DESKTOP-WIN01,Security,rperez,WORKGROUP,192.168.1.20,49732.0,3,Network,,,DESKTOP-WIN01
2024-05-19 10:37:38+00:00,4688,process_created,DESKTOP-WIN01,Security,rperez,WORKGROUP,,,,,C:\Windows\System32\cmd.exe,,
2024-05-19 10:38:43+00:00,4624,logon_success,DESKTOP-WIN01,Security,mgarcia,WORKGROUP,192.168.1.20,52655.0,3,Network,,,DESKTOP-WIN01
2024-05-19 10:38:48+00:00,4688,process_created,DESKTOP-WIN01,Security,mgarcia,WORKGROUP,,,,,C:\Windows\explorer.exe,,
2024-05-19 10:40:11+00:00,4624,logon_success,DESKTOP-WIN01,Security,mgarcia,WORKGROUP,192.168.1.10,58551.0,3,Network,,,DESKTOP-WIN01
2024-05-19 10:42:07+00:00,4624,logon_success,DESKTOP-WIN01,Security,jsmith,WORKGROUP,192.168.1.11,55205.0,3,Network,,,DESKTOP-WIN01
2024-05-19 10:43:55+00:00,4624,logon_success,DESKTOP-WIN01,Security,jsmith,WORKGROUP,192.168.1.10,57965.0,3,Network,,,DESKTOP-WIN01
2024-05-19 10:45:22+00:00,4624,logon_success,DESKTOP-WIN01,Security,lrodriguez,WORKGROUP,192.168.1.20,54339.0,3,Network,,,DESKTOP-WIN01
2024-05-19 10:46:03+00:00,4624,logon_success,DESKTOP-WIN01,Security,jsmith,WORKGROUP,192.168.1.20,51440.0,3,Network,,,DESKTOP-WIN01
2024-05-19 10:46:08+00:00,4688,process_created,DESKTOP-WIN01,Security,jsmith,WORKGROUP,,,,,C:\Windows\explorer.exe,,
2024-05-19 10:46:50+00:00,4624,logon_success,DESKTOP-WIN01,Security,lrodriguez,WORKGROUP,192.168.1.20,65023.0,3,Network,,,DESKTOP-WIN01
2024-05-19 10:46:55+00:00,4688,process_created,DESKTOP-WIN01,Security,lrodriguez,WORKGROUP,,,,,C:\Program Files\Microsoft Office\Office16\WINWORD.EXE,,
2024-05-19 10:48:23+00:00,4624,logon_success,DESKTOP-WIN01,Security,alopez,WORKGROUP,192.168.1.11,57440.0,3,Network,,,DESKTOP-WIN01
2024-05-19 10:50:30+00:00,4624,logon_success,DESKTOP-WIN01,Security,lrodriguez,WORKGROUP,192.168.1.10,55388.0,3,Network,,,DESKTOP-WIN01
2024-05-19 10:50:35+00:00,4688,process_created,DESKTOP-WIN01,Security,lrodriguez,WORKGROUP,,,,,C:\Program Files\Google\Chrome\Application\chrome.exe,,
2024-05-19 10:52:53+00:00,4624,logon_success,DESKTOP-WIN01,Security,mgarcia,WORKGROUP,192.168.1.20,60786.0,3,Network,,,DESKTOP-WIN01
2024-05-19 10:53:21+00:00,4624,logon_success,DESKTOP-WIN01,Security,mgarcia,WORKGROUP,192.168.1.20,63406.0,3,Network,,,DESKTOP-WIN01
